original_index,vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
1312303,211.813,267.278,0.1834,0.089,19.0384,8.124,0
1312304,209.922,269.379,0.1848,0.0839,19.0682,8.124,0
1312305,207.815,269.661,0.1766,0.0886,19.1691,8.1292,0
1312306,207.482,269.575,0.1777,0.0849,19.419,8.1292,0
1312307,207.399,266.849,0.1879,0.0872,19.2775,8.1325,0
1312308,207.825,265.573,0.1833,0.0912,19.2414,8.1316,0
1312309,205.743,267.615,0.1797,0.0884,19.2222,8.1316,0
1312310,203.723,269.694,0.1765,0.0857,19.1844,8.1332,0
1312311,205.766,270.017,0.1786,0.0888,19.167,8.1405,0
1312312,206.088,270.341,0.177,0.0881,19.2249,8.1405,0
1312313,208.156,270.986,0.1792,0.0853,19.0768,8.1386,0
1312314,206.149,268.982,0.1797,0.0881,19.2017,8.1386,0
1312315,205.709,266.834,0.1763,0.086,19.285,8.1363,0
1312316,207.826,266.439,0.1843,0.0893,19.2061,8.1398,0
1312317,208.973,266.35,0.1753,0.0879,19.1916,8.1398,0
1312318,208.484,266.739,0.1796,0.0865,19.3477,8.1415,0
1312319,207.785,267.119,0.1845,0.0889,19.3487,8.1439,0
1312320,205.791,267.827,0.1791,0.0875,19.402,8.1439,0
1312321,205.452,268.195,0.1761,0.0893,19.5139,8.1425,0
1312322,205.107,266.095,0.1817,0.0864,19.3464,8.1425,0
1312323,205.386,264.068,0.1827,0.0867,19.098,8.1466,0
1312324,203.333,263.68,0.1838,0.0857,19.1162,8.1478,0
1312325,201.354,261.699,0.1815,0.0871,19.2331,8.1478,0
1312326,203.41,261.339,0.1813,0.0856,19.1983,8.1476,0
1312327,202.736,263.553,0.1838,0.0886,19.089,8.1508,0
1312328,200.026,265.236,0.1817,0.0879,18.9903,8.1508,0
1312329,197.581,263.684,0.1845,0.0915,19.0613,8.1504,0
1312330,195.484,261.603,0.1855,0.0906,19.2317,8.1504,0
1312331,197.556,263.678,0.1903,0.0875,19.2176,8.1522,0
1312332,199.631,264.071,0.1823,0.088,19.2575,8.1503,0
1312333,197.527,266.021,0.1837,0.0874,19.2552,8.1503,0
1312334,197.23,264.019,0.1901,0.0895,19.492,8.1549,0
1312335,196.903,263.735,0.1851,0.0882,19.4752,8.1584,0
1312336,197.238,261.573,0.1833,0.0916,19.6017,8.1584,0
1312337,194.382,264.426,0.1869,0.087,19.2745,8.1555,0
1312338,193.005,265.887,0.1884,0.0883,19.2921,8.1555,0
1312339,192.562,263.927,0.1869,0.0875,19.5962,8.1576,0
1312340,192.913,261.803,0.1854,0.0893,19.4987,8.1567,0
1312341,194.867,261.593,0.1855,0.0879,19.3844,8.1567,0
1312342,192.923,261.242,0.1905,0.0909,19.2641,8.1591,0
1312343,190.875,261.583,0.1897,0.0848,19.5417,8.1591,0
1312344,190.559,261.911,0.1893,0.0881,19.4747,8.1602,0
1312345,192.577,259.861,0.1878,0.0887,19.5163,8.163,0
1312346,194.563,257.877,0.1878,0.0898,19.6883,8.163,0
1312347,192.522,257.372,0.1836,0.091,19.8614,8.1578,0
1312348,192.045,257.333,0.1819,0.088,19.8212,8.154,0
1312349,192.24,257.709,0.1892,0.0894,19.6128,8.154,0
1312350,192.545,258.082,0.191,0.0907,19.4754,8.1526,0
1312351,192.907,258.78,0.1869,0.0889,19.5168,8.1526,0
1312352,194.85,256.796,0.188,0.0875,19.4973,8.1526,0
1312353,196.887,254.829,0.1905,0.0895,19.5515,8.1578,0
1312354,194.862,254.574,0.187,0.0911,19.7256,8.1578,0
1312355,192.912,254.249,0.186,0.0881,19.7071,8.1666,0
1312356,194.913,254.576,0.1854,0.0903,19.8067,8.1683,0
1312357,197.43,254.876,0.1881,0.0891,19.8116,8.1683,0
1312358,197.72,255.419,0.183,0.0876,19.7871,8.1773,0
1312359,194.848,256.007,0.1887,0.0898,19.5935,8.1773,0
1312360,196.896,256.302,0.1898,0.0886,19.722,8.183,0
1312361,198.99,256.97,0.1938,0.0879,19.7697,8.1895,0
1312362,199.324,255.03,0.1901,0.0912,19.7651,8.1895,0
1312363,199.641,253.516,0.1851,0.0935,19.6841,8.1929,0
1312364,201.692,253.305,0.186,0.0899,19.8676,8.1931,0
1312365,199.635,253.062,0.1901,0.0923,20.0123,8.1931,0
1312366,199.304,253.234,0.1866,0.0879,19.7856,8.1942,0
1312367,197.655,253.785,0.1848,0.091,19.9128,8.1942,0
1312368,200.389,254.14,0.1861,0.0945,19.525,8.1944,0
1312369,201.631,253.286,0.1826,0.0919,19.6618,8.2004,0
1312370,199.633,251.531,0.1786,0.0925,19.8202,8.2004,0
1312371,197.561,253.21,0.1842,0.0899,19.4802,8.1959,0
1312372,197.248,254.744,0.1907,0.0943,19.4483,8.1959,0
1312373,196.92,254.999,0.1903,0.0908,19.716,8.193,0
1312374,197.253,253.467,0.1837,0.089,19.7074,8.1898,0
1312375,199.315,251.795,0.1867,0.0922,19.7845,8.1898,0
1312376,201.372,253.516,0.1892,0.092,19.8516,8.184,0
1312377,199.097,253.698,0.1868,0.0905,19.8583,8.1835,0
1312378,198.238,254.15,0.1899,0.092,19.9367,8.1835,0
1312379,200.981,254.649,0.1811,0.0931,20.0488,8.1824,0
1312380,199.308,254.881,0.191,0.0902,20.0648,8.1824,0
1312381,197.245,255.43,0.1859,0.0916,19.9276,8.1864,0
1312382,199.343,255.796,0.1843,0.0899,19.965,8.1901,0
1312383,201.391,257.915,0.1854,0.0913,20.2679,8.1901,0
1312384,199.329,255.779,0.1867,0.0912,20.3117,8.1904,0
1312385,198.993,255.431,0.192,0.094,20.249,8.1907,0
1312386,198.692,253.816,0.1876,0.0908,20.2039,8.1907,0
1312387,199.108,255.43,0.1895,0.0931,20.1545,8.1948,0
1312388,200.111,255.918,0.1859,0.0929,20.2305,8.1948,0
1312389,198.742,254.63,0.1876,0.0918,20.103,8.1923,0
1312390,196.59,252.788,0.1802,0.0917,19.8097,8.197,0
1312391,198.667,252.492,0.1865,0.0913,19.7986,8.197,0
1312392,200.702,252.285,0.185,0.089,19.8408,8.2002,0
1312393,201.036,250.445,0.1833,0.0888,19.654,8.2006,0
1312394,201.373,250.143,0.1844,0.0916,19.6302,8.2006,0
1312395,201.994,249.827,0.1919,0.0922,19.7199,8.2012,0
1312396,202.337,250.137,0.1881,0.0912,19.6753,8.2012,0
1312397,202.658,250.372,0.1815,0.094,19.8404,8.1904,0
1312398,202.446,250.924,0.1869,0.0916,20.2216,8.1902,0
1312399,199.687,249.837,0.188,0.0911,19.991,8.1902,0
1312400,197.13,249.045,0.1871,0.0902,20.1786,8.1888,0
1312401,196.772,247.089,0.1854,0.0905,20.0606,8.1929,0
1312402,196.463,249.048,0.1893,0.0949,20.1029,8.1929,0
1312403,196.78,250.921,0.1949,0.0881,20.1334,8.1962,0
1312404,197.12,249.046,0.1919,0.0927,20.2023,8.1962,0
1312405,195.052,247.127,0.1898,0.0936,20.2523,8.195,0
1312406,194.757,246.805,0.1951,0.0932,20.3293,8.1933,0
1312407,192.777,246.378,0.1923,0.0905,20.3291,8.1933,0
1312408,192.333,246.815,0.1936,0.0926,20.0817,8.1925,0
1312409,192.35,245.7,0.1909,0.095,20.0979,8.1925,0
1312410,192.74,243.134,0.1954,0.0918,20.0191,8.1931,0
1312411,193.103,245.109,0.1944,0.0921,20.1492,8.1943,0
1312412,195.05,247.124,0.1937,0.091,20.3042,8.1943,0
1312413,197.109,247.427,0.191,0.0948,20.4815,8.1928,0
1312414,195.055,245.505,0.1959,0.0933,20.4899,8.1966,0
1312415,193.08,245.076,0.1935,0.092,20.248,8.1966,0
1312416,195.04,243.261,0.1906,0.0945,20.1931,8.2003,0
1312417,193.068,242.879,0.1869,0.0922,20.1319,8.2003,0
1312418,191.505,242.681,0.1959,0.0929,20.1426,8.2088,0
1312419,194.279,241.701,0.1936,0.0929,20.2024,8.2087,0
1312420,197.013,239.25,0.1836,0.0917,20.3174,8.2087,0
1312421,195.025,241.04,0.1883,0.0917,20.2853,8.2061,0
1312422,193.082,241.306,0.1918,0.093,20.4084,8.2072,0
1312423,195.051,243.297,0.1918,0.0926,20.2676,8.2072,0
1312424,193.098,243.482,0.1913,0.0918,20.3553,8.208,0
1312425,191.042,243.805,0.1944,0.0954,20.2747,8.208,0
1312426,190.728,245.719,0.1933,0.0933,20.1594,8.2127,0
1312427,192.759,243.746,0.1869,0.0931,20.2024,8.2099,0
1312428,194.79,242.283,0.1897,0.0948,20.0429,8.2099,0
1312429,195.208,244.053,0.189,0.097,20.3992,8.2071,0
1312430,195.927,244.505,0.19,0.0953,20.2917,8.2109,0
1312431,193.982,245.034,0.1907,0.0908,20.5594,8.2109,0
1312432,191.992,245.308,0.189,0.0952,20.4032,8.2105,0
1312433,193.998,245.577,0.1952,0.092,20.3358,8.2105,0
1312434,195.984,246.225,0.193,0.0945,20.5004,8.2124,0
1312435,198.076,246.47,0.1909,0.0943,20.2617,8.2151,0
1312436,195.982,246.806,0.1914,0.0948,20.3311,8.2151,0
1312437,195.655,247.402,0.1958,0.0955,20.5221,8.2141,0
1312438,193.874,249.046,0.1904,0.0941,20.3758,8.2141,0
1312439,196.725,247.266,0.1869,0.0958,20.3131,8.2077,0
1312440,197.996,245.484,0.1886,0.0952,20.521,8.2037,0
1312441,198.394,247.105,0.1934,0.092,20.6659,8.2037,0
1312442,200.443,247.47,0.1916,0.0936,20.5759,8.1988,0
1312443,198.426,249.28,0.1917,0.0936,20.5629,8.1989,0
1312444,198.075,247.358,0.1927,0.0913,20.5857,8.1989,0
1312445,197.723,247.069,0.1927,0.0949,20.3242,8.2029,0
1312446,198.058,246.77,0.191,0.0946,20.4019,8.2029,0
1312447,198.383,248.75,0.1875,0.0951,20.4088,8.1969,0
1312448,200.262,250.778,0.1946,0.0928,20.6308,8.1952,0
1312449,199.333,251.149,0.1977,0.0892,20.6131,8.1952,0
1312450,202.094,251.832,0.19,0.0921,20.5642,8.1944,0
1312451,202.848,252.177,0.1879,0.0954,20.647,8.1987,0
1312452,203.162,253.753,0.1885,0.0951,20.7067,8.1987,0
1312453,203.855,252.132,0.1912,0.0946,20.7144,8.1992,0
1312454,204.189,251.842,0.1939,0.0935,20.6407,8.1992,0
1312455,202.056,251.592,0.1894,0.0969,20.7876,8.1964,0
1312456,199.997,251.892,0.1904,0.0944,20.6739,8.1989,0
1312457,202.026,252.174,0.1892,0.0928,20.4545,8.1989,0
1312458,204.168,250.246,0.1861,0.0922,20.5615,8.2015,0
1312459,204.623,248.237,0.1883,0.0975,20.4156,8.2094,0
1312460,203.211,247.892,0.1917,0.0943,20.2432,8.2094,0
1312461,200.627,245.872,0.1899,0.0913,20.5394,8.2106,0
1312462,202.716,247.773,0.1861,0.0911,20.4378,8.2106,0
1312463,204.824,249.645,0.1851,0.0943,20.6524,8.2093,0
1312464,205.144,247.779,0.1878,0.0967,20.6453,8.2123,0
1312465,205.442,247.448,0.1912,0.0936,20.6315,8.2123,0
1312466,206.113,245.535,0.1844,0.0939,20.6907,8.2178,0
1312467,206.425,247.443,0.19,0.0971,20.4076,8.2178,0
1312468,206.716,247.779,0.1943,0.0905,20.555,8.2273,0
1312469,207.482,249.024,0.1897,0.0927,20.5232,8.2324,0
1312470,207.947,246.417,0.1843,0.0958,20.7449,8.2324,0
1312471,208.721,245.498,0.19,0.0952,20.6106,8.2234,0
1312472,209.066,247.395,0.193,0.0961,20.5861,8.2106,0
1312473,209.349,249.317,0.1914,0.0957,20.5362,8.2106,0
1312474,207.239,247.427,0.1934,0.0943,20.7846,8.2075,0
1312475,205.166,245.537,0.1909,0.0951,20.8018,8.2075,0
1312476,207.216,245.197,0.1945,0.0918,20.8681,8.2095,0
1312477,209.367,244.869,0.1912,0.0916,20.8015,8.2109,0
1312478,209.684,245.177,0.1863,0.0948,20.8592,8.2109,0
1312479,210.192,243.197,0.1886,0.0948,20.7429,8.2097,0
1312480,210.894,241.752,0.1888,0.094,20.6463,8.2078,0
1312481,211.326,240.83,0.189,0.0973,20.8529,8.2078,0
1312482,211.967,240.501,0.189,0.0957,20.897,8.2069,0
1312483,209.899,240.763,0.193,0.0948,20.9047,8.2069,0
1312484,209.561,241.053,0.1922,0.0952,20.9782,8.2039,0
1312485,209.233,241.34,0.188,0.0969,20.9544,8.2046,0
1312486,209.553,241.926,0.1934,0.0977,21.4003,8.2046,0
1312487,211.613,242.266,0.1943,0.098,21.3579,8.2057,0
1312488,209.583,242.573,0.192,0.1015,21.0114,8.208,0
1312489,207.933,243.242,0.1887,0.0978,20.9093,8.208,0
1312490,210.822,242.277,0.1911,0.0956,20.9508,8.2076,0
1312491,213.614,239.763,0.1913,0.0936,21.084,8.2076,0
1312492,211.637,239.382,0.1874,0.0948,20.8938,8.2118,0
1312493,213.724,239.041,0.1862,0.0988,20.7648,8.2105,0
1312494,215.787,239.333,0.1905,0.1018,21.0285,8.2105,0
1312495,216.111,241.248,0.1895,0.0972,20.8456,8.2126,0
1312496,214.039,239.286,0.1875,0.0948,20.5837,8.2137,0
1312497,211.978,237.419,0.1867,0.1018,20.6645,8.2137,0
1312498,214.04,239.298,0.1921,0.0984,20.6567,8.2136,0
1312499,216.448,239.933,0.19,0.0978,20.7982,8.2136,0
1312500,217.071,240.456,0.191,0.0978,21.1133,8.2203,0
1312501,214.292,239.366,0.185,0.0952,21.1733,8.2278,0
1312502,216.129,241.25,0.1936,0.0958,21.3208,8.2278,0
1312503,214.041,241.51,0.1874,0.0971,21.242,8.2299,0
1312504,216.135,243.494,0.1886,0.0994,21.1683,8.2299,0
1312505,218.224,243.721,0.1885,0.0965,21.0442,8.2308,0
1312506,218.576,244.059,0.1923,0.0941,20.9827,8.2334,0
1312507,218.932,245.968,0.1887,0.0951,20.9786,8.2334,0
1312508,216.801,244.127,0.1908,0.097,20.9938,8.2261,0
1312509,214.895,243.738,0.1931,0.0993,21.2762,8.2224,0
1312510,217.741,243.598,0.1907,0.1018,21.264,8.2224,0
1312511,221.083,244.008,0.1866,0.0978,21.1969,8.2219,0
1312512,221.98,244.4,0.1851,0.0952,21.3265,8.2219,0
1312513,222.428,242.44,0.1896,0.1,21.2,8.2248,0
1312514,223.137,240.495,0.1918,0.1,21.053,8.2326,0
1312515,223.473,240.185,0.1879,0.0976,21.2529,8.2326,0
1312516,223.822,239.871,0.187,0.0972,21.2731,8.2425,0
1312517,225.803,237.87,0.1909,0.0975,21.3705,8.2453,0
1312518,223.828,239.891,0.1915,0.0971,21.3123,8.2453,0
1312519,223.521,241.701,0.1902,0.1014,21.0242,8.2462,0
1312520,222.143,239.778,0.19,0.1013,21.0702,8.2462,0
1312521,222.533,238.01,0.1948,0.101,20.9586,8.2535,0
1312522,220.497,237.244,0.1953,0.0987,20.8965,8.2577,0
1312523,218.123,239.289,0.1937,0.0985,21.1576,8.2577,0
1312524,220.513,239.563,0.193,0.1007,20.9709,8.2593,0
1312525,223.147,239.9,0.1943,0.0981,21.1254,8.2547,0
1312526,220.486,240.431,0.1915,0.1001,21.2586,8.2547,0
1312527,223.148,240.792,0.1915,0.1006,21.261,8.2527,0
1312528,225.202,241.011,0.1925,0.0967,21.0264,8.2527,0
1312529,227.112,243.05,0.1944,0.0969,20.9227,8.2545,0
1312530,227.445,240.38,0.1915,0.1001,20.951,8.2554,0
1312531,227.982,238.886,0.1933,0.0982,21.2163,8.2554,0
1312532,228.346,240.653,0.1928,0.1028,21.3311,8.2588,0
1312533,228.639,240.969,0.1927,0.0995,21.2893,8.2588,0
1312534,229.268,241.289,0.1938,0.1004,21.2458,8.2497,0
1312535,229.51,241.838,0.1927,0.1004,21.3972,8.248,0
1312536,231.496,242.257,0.1933,0.0978,21.7068,8.248,0
1312537,229.516,242.486,0.1911,0.0962,21.6944,8.2523,0
1312538,227.758,243.209,0.1922,0.1019,21.4868,8.2522,0
1312539,229.549,243.39,0.1882,0.0967,21.485,8.2522,0
1312540,230.953,244.335,0.1942,0.1002,21.2197,8.258,0
1312541,229.36,244.311,0.193,0.0978,21.3686,8.258,0
1312542,228.97,243.431,0.1895,0.0975,21.3468,8.2606,0
1312543,227.241,241.54,0.1926,0.0964,21.5003,8.2625,0
1312544,228.953,243.434,0.1949,0.0992,21.5903,8.2625,0
1312545,230.882,245.37,0.1946,0.1007,21.4744,8.2663,0
1312546,228.966,243.451,0.1906,0.0998,21.5574,8.2632,0
1312547,227.236,245.442,0.1971,0.0978,21.6307,8.2632,0
1312548,228.943,247.317,0.1956,0.097,21.4387,8.2709,0
1312549,230.87,245.364,0.1921,0.0971,21.3936,8.2709,0
1312550,229.412,242.983,0.1925,0.1019,21.368,8.2715,0
1312551,231.062,242.567,0.1923,0.1016,21.3699,8.2698,0
1312552,231.505,245.339,0.1968,0.1016,21.595,8.2698,0
1312553,232.043,243.437,0.1952,0.1051,21.5056,8.2704,0
1312554,232.34,243.172,0.188,0.1014,21.6701,8.2681,0
1312555,232.679,241.25,0.1992,0.1002,21.792,8.2681,0
1312556,234.525,240.863,0.1974,0.1031,21.702,8.2661,0
1312557,236.525,242.995,0.1927,0.1029,21.8357,8.2661,0
1312558,234.519,243.138,0.195,0.1017,21.8319,8.2726,0
1312559,234.265,241.18,0.192,0.0962,21.8831,8.2725,0
1312560,232.737,239.639,0.1964,0.1016,21.7593,8.2725,0
1312561,235.26,240.226,0.191,0.1017,21.7495,8.2764,0
1312562,236.523,237.65,0.1952,0.1026,21.3868,8.2764,0
1312563,234.538,237.02,0.1956,0.0998,21.4072,8.2738,0
1312564,234.24,236.711,0.1958,0.0998,21.4207,8.271,0
1312565,232.363,237.085,0.1914,0.1007,21.6165,8.271,0
1312566,234.246,237.366,0.1918,0.1024,21.7585,8.2698,0
1312567,236.217,237.771,0.201,0.1021,21.8039,8.2636,0
1312568,236.522,238.361,0.1982,0.1004,22.056,8.2636,0
1312569,234.536,236.291,0.1987,0.0991,21.8742,8.26,0
1312570,234.01,234.81,0.197,0.1027,22.0088,8.26,0
1312571,231.521,235.517,0.2012,0.1058,22.0996,8.2622,0
1312572,232.135,233.056,0.1936,0.1026,21.8969,8.2627,0
1312573,232.706,232.536,0.1931,0.1034,21.9745,8.2627,0
1312574,232.979,232.217,0.1967,0.1007,21.8292,8.2692,0
1312575,233.517,230.171,0.1952,0.1027,21.9328,8.2725,0
1312576,231.686,232.218,0.1945,0.1057,21.8798,8.2725,0
1312577,229.744,232.422,0.1913,0.1043,21.9318,8.2737,0
1312578,231.716,232.814,0.1926,0.1025,21.9867,8.2737,0
1312579,229.715,233.356,0.1969,0.1011,21.9023,8.2777,0
1312580,228.033,233.424,0.1926,0.103,21.7765,8.2803,0
1312581,230.544,230.799,0.1949,0.1032,22.0338,8.2803,0
1312582,233.179,229.246,0.1956,0.1021,22.0558,8.2762,0
1312583,233.874,228.801,0.1952,0.1003,21.8419,8.2784,0
1312584,235.76,229.251,0.1898,0.1002,21.9648,8.2784,0
1312585,233.868,229.67,0.1899,0.106,21.8382,8.2807,0
1312586,235.756,230.024,0.1936,0.101,21.8156,8.2807,0
1312587,236.067,230.794,0.1932,0.101,21.6784,8.2862,0
1312588,236.429,231.168,0.1917,0.1058,21.5724,8.2911,0
1312589,236.975,231.403,0.1954,0.1048,21.6372,8.2911,0
1312590,237.297,232.064,0.1946,0.1025,21.6357,8.2941,0
1312591,237.807,232.418,0.195,0.1043,21.6515,8.295,0
1312592,238.39,233.09,0.1941,0.1003,21.783,8.295,0
1312593,238.808,233.619,0.1982,0.1018,21.9392,8.297,0
1312594,239.355,235.278,0.1933,0.1021,22.005,8.297,0
1312595,237.471,233.612,0.1888,0.1001,21.9313,8.2987,0
1312596,235.549,231.566,0.189,0.1007,21.9348,8.296,0
1312597,237.477,231.346,0.1889,0.1025,22.0133,8.296,0
1312598,239.371,233.185,0.1904,0.1038,22.0109,8.2905,0
1312599,239.68,235.01,0.1874,0.0989,21.84,8.2905,0
1312600,240.001,233.246,0.1901,0.1023,21.7261,8.2875,0
1312601,237.443,232.276,0.1979,0.1018,21.8159,8.2811,0
1312602,235.946,232.181,0.1931,0.0994,21.8694,8.2811,0
1312603,233.949,234.734,0.1914,0.1038,21.8521,8.2769,0
1312604,235.836,232.89,0.1975,0.1011,21.8887,8.2761,0
1312605,237.773,232.657,0.1984,0.1008,21.5547,8.2761,0
1312606,239.628,232.286,0.1942,0.1043,21.7063,8.2733,0
1312607,237.775,232.623,0.1936,0.1061,21.9024,8.2733,0
1312608,239.641,232.842,0.196,0.1034,21.9581,8.274,0
1312609,241.633,234.811,0.1971,0.107,21.937,8.2777,0
1312610,241.887,232.941,0.193,0.1047,21.6551,8.2777,0
1312611,239.899,232.001,0.1932,0.1059,21.7037,8.2832,0
1312612,238.514,231.793,0.1984,0.1045,21.6912,8.2873,0
1312613,237.47,232.981,0.1976,0.1042,21.8072,8.2873,0
1312614,237.15,233.27,0.1942,0.1033,22.1501,8.2908,0
1312615,235.279,231.294,0.1939,0.1012,22.3596,8.2908,0
1312616,237.142,228.992,0.1974,0.1043,22.3884,8.2897,0
1312617,235.296,231.265,0.1996,0.1049,22.3381,8.2887,0
1312618,233.341,233.177,0.193,0.1041,22.2808,8.2887,0
1312619,233.073,233.535,0.1943,0.1012,22.1039,8.2888,0
1312620,234.97,233.849,0.2003,0.1013,22.2,8.2889,0
1312621,235.342,234.779,0.1968,0.1045,22.3268,8.2889,0
1312622,236.605,235.191,0.1929,0.1039,22.1424,8.2926,0
1312623,237.758,232.67,0.1994,0.1037,22.0453,8.2926,0
1312624,235.841,232.195,0.2018,0.1056,22.1486,8.2893,0
1312625,237.775,234.181,0.1962,0.1039,22.2063,8.2924,0
1312626,238.057,235.792,0.1957,0.1057,22.1605,8.2924,0
1312627,238.339,234.147,0.1926,0.1056,22.0686,8.2925,0
1312628,240.31,232.192,0.201,0.1026,22.1686,8.2925,0
1312629,242.223,234.253,0.1952,0.1037,22.3742,8.295,0
1312630,242.518,235.895,0.1939,0.104,22.4104,8.2949,0
1312631,242.483,235.856,0.1967,0.1082,22.4458,8.2949,0
1312632,240.722,234.324,0.1927,0.1036,22.494,8.2991,0
1312633,240.328,232.417,0.1928,0.1036,22.3839,8.3022,0
1312634,238.327,234.176,0.195,0.1034,22.362,8.3022,0
1312635,240.297,235.798,0.1973,0.1068,22.3967,8.3006,0
1312636,238.346,234.153,0.1979,0.1078,22.5262,8.3006,0
1312637,236.481,233.908,0.1951,0.1033,22.542,8.2984,0
1312638,236.179,233.601,0.1962,0.1107,22.4854,8.3002,0
1312639,235.854,233.84,0.2013,0.1064,22.4567,8.3002,0
1312640,237.787,235.603,0.1959,0.1031,22.564,8.303,0
1312641,239.884,233.677,0.194,0.1046,22.3465,8.3032,0
1312642,240.755,231.054,0.1958,0.1036,22.5063,8.3032,0
1312643,239.434,231.434,0.1938,0.1074,22.2845,8.3013,0
1312644,239.089,232.244,0.1975,0.1047,22.2017,8.3013,0
1312645,239.376,232.502,0.1918,0.1084,22.3133,8.2993,0
1312646,239.679,233.108,0.1932,0.1125,22.5076,8.3017,0
1312647,240.025,233.493,0.1979,0.1058,22.4293,8.3017,0
1312648,240.589,231.51,0.1904,0.1073,22.4987,8.2948,0
1312649,240.882,229.286,0.1916,0.1041,22.4296,8.2895,0
1312650,241.233,228.95,0.1968,0.1073,22.4608,8.2895,0
1312651,243.101,231.275,0.1961,0.1057,22.7856,8.2951,0
1312652,241.09,232.4,0.1958,0.1076,22.473,8.2951,0
1312653,239.517,229.431,0.1949,0.1042,22.4404,8.2941,0
1312654,240.911,228.492,0.196,0.1066,22.5039,8.2997,0
1312655,242.818,231.021,0.1887,0.1055,22.5333,8.2997,0
1312656,243.101,232.88,0.1929,0.1067,22.5299,8.2959,0
1312657,245.043,230.984,0.1918,0.1052,22.4358,8.3,0
1312658,246.707,230.671,0.1943,0.1093,22.5243,8.3,0
1312659,246.949,230.326,0.1976,0.1052,22.4624,8.304,0
1312660,245.326,232.303,0.1927,0.1114,22.721,8.304,0
1312661,245.038,234.225,0.1944,0.1094,22.5912,8.3056,0
1312662,243.738,231.559,0.1966,0.1028,22.7366,8.3063,0
1312663,246.121,231.575,0.1981,0.1036,22.6486,8.3063,0
1312664,246.944,230.286,0.1908,0.107,22.9247,8.3102,0
1312665,245.303,227.547,0.1902,0.1072,22.95,8.3102,0
1312666,243.394,227.149,0.1979,0.1105,22.6374,8.3129,0
1312667,245.294,226.674,0.194,0.1036,22.6487,8.3153,0
1312668,246.944,224.58,0.1979,0.1068,22.7201,8.3153,0
1312669,247.208,226.749,0.1983,0.1078,22.7049,8.3131,0
1312670,245.578,227.123,0.1955,0.1092,22.7239,8.32,0
1312671,243.694,227.613,0.1942,0.1079,22.7634,8.32,0
1312672,246.026,224.561,0.1981,0.1077,22.7061,8.322,0
1312673,246.177,224.345,0.2028,0.109,22.8715,8.322,0
1312674,243.711,227.641,0.201,0.1083,22.7229,8.3283,0
1312675,245.574,227.988,0.1988,0.1064,22.7415,8.3327,0
1312676,247.186,230.657,0.1924,0.1089,22.6561,8.3327,0
1312677,247.46,230.975,0.1978,0.1085,22.6566,8.3346,0
1312678,249.388,228.482,0.1968,0.107,22.7555,8.3381,0
1312679,251.391,228.044,0.1947,0.1097,22.8125,8.3381,0
1312680,251.692,227.576,0.1911,0.105,22.8994,8.3386,0
1312681,249.689,228.021,0.1987,0.1086,22.9364,8.3386,0
1312682,248.904,228.55,0.1943,0.1062,22.848,8.3434,0
1312683,248.539,229.359,0.1929,0.1084,22.994,8.3484,0
1312684,251.313,231.797,0.1926,0.1132,22.8848,8.3484,0
1312685,251.704,229.804,0.1963,0.1076,23.0242,8.3534,0
1312686,252.009,226.973,0.1956,0.1107,22.9222,8.3521,0
1312687,250.0,226.504,0.1943,0.1097,22.9662,8.3521,0
1312688,249.696,226.2,0.1965,0.1116,23.21,8.3544,0
1312689,249.365,226.555,0.2007,0.1084,23.167,8.3544,0
1312690,247.435,224.424,0.2019,0.1107,23.116,8.3521,0
1312691,249.356,222.289,0.1964,0.1098,22.9923,8.3559,0
1312692,250.986,222.337,0.2006,0.1112,22.9569,8.3559,0
1312693,248.367,225.137,0.2049,0.1108,22.7933,8.3605,0
1312694,249.08,226.479,0.1978,0.1109,22.8108,8.3605,0
1312695,247.451,224.417,0.1916,0.1084,22.678,8.3594,0
1312696,245.864,222.372,0.1984,0.1109,22.7474,8.3536,0
1312697,243.978,224.46,0.1952,0.1087,22.8417,8.3536,0
1312698,245.849,224.841,0.1928,0.1076,22.8711,8.3582,0
1312699,243.978,226.991,0.1913,0.1114,22.8985,8.3526,0
1312700,242.061,227.414,0.1979,0.1092,22.7981,8.3526,0
1312701,241.796,227.898,0.1992,0.1091,22.769,8.352,0
1312702,241.54,228.641,0.1947,0.1069,22.8775,8.352,0
1312703,242.673,225.093,0.1976,0.1073,22.8008,8.3515,0
1312704,242.192,225.66,0.1984,0.1098,22.7419,8.3533,0
1312705,241.52,224.039,0.1994,0.1063,22.9154,8.3533,0
1312706,241.215,221.921,0.1952,0.1103,23.039,8.3531,0
1312707,239.227,219.682,0.1966,0.1114,22.9354,8.3534,0
1312708,241.204,221.915,0.1998,0.1095,23.1565,8.3534,0
1312709,243.069,223.964,0.2042,0.1103,23.1874,8.3566,0
1312710,241.197,224.317,0.202,0.1083,23.2192,8.3566,0
1312711,240.87,224.622,0.2019,0.1123,23.1619,8.3569,0
1312712,240.583,225.178,0.1975,0.1071,23.1003,8.3616,0
1312713,241.01,222.312,0.2055,0.1101,22.9996,8.3616,0
1312714,241.449,220.875,0.2034,0.1084,23.1612,8.3696,0
1312715,242.066,220.471,0.2022,0.1097,23.0774,8.3726,0
1312716,242.391,218.438,0.2028,0.1102,23.017,8.3726,0
1312717,242.693,220.493,0.1928,0.1082,23.2027,8.3718,0
1312718,243.266,222.593,0.1938,0.1093,23.0804,8.3718,0
